OMC_FLYWHEEL_TABLE,OMC_FLYWHEEL_COLUMN,FUNCTION_DESCRIPTION,OPUS_COLUMN,ELEMENT_NUMBER
IBE_08,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
IBE_08,ibe7632_01,Race Code – Low Detail – 100%,IBE7632_01,7632_01
IBE_08,ibe7632_02,Race Code – Low Detail – 100% – Assignment Level,IBE7632_02,7632_02
IBE_09,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
IBE_09,ibe1210,Neighborhood Factors Segment,IBE1210,1210
IBE_09,ibe1211,Cost of Living - Composite Index,IBE1211,1211
IBE_09,ibe1212,Cost of Living - Grocery Index,IBE1212,1212
IBE_09,ibe1213,Cost of Living - Health Index,IBE1213,1213
IBE_09,ibe1214,Cost of Living - Housing Index,IBE1214,1214
IBE_09,ibe1215,Cost of Living - Miscellaneous Index,IBE1215,1215
IBE_09,ibe1216,Cost of Living - Transportation Index,IBE1216,1216
IBE_09,ibe1217,Cost of Living - Utility Index,IBE1217,1217
IBE_09,ibe1801,Family Ties - Potential Inheritor - Person,IBE1801,1801
IBE_09,ibe1805,Family Ties - Adult with Wealthy Parent - Person,IBE1805,1805
IBE_09,ibe1806,Family Ties - Relatives Information Available - Person,IBE1806,1806
IBE_09,ibe1808_01,Family Ties - Grandchildren's Combined Age Ranges - Person - 00 to 02 Male,IBE1808_01,1808_01
IBE_09,ibe1808_02,Family Ties - Grandchildren's Combined Age Ranges - Person - 00 to 02 Female,IBE1808_02,1808_02
IBE_09,ibe1808_03,Family Ties - Grandchildren's Combined Age Ranges - Person - 00 to 02 Unknown Gender,IBE1808_03,1808_03
IBE_09,ibe1808_04,Family Ties - Grandchildren's Combined Age Ranges - Person - 03 to 05 Male,IBE1808_04,1808_04
IBE_09,ibe1808_05,Family Ties - Grandchildren's Combined Age Ranges - Person - 03 to 05 Female,IBE1808_05,1808_05
IBE_09,ibe1808_06,Family Ties - Grandchildren's Combined Age Ranges - Person - 03 to 05 Unknown Gender,IBE1808_06,1808_06
IBE_09,ibe1808_07,Family Ties - Grandchildren's Combined Age Ranges - Person - 06 to 10 Male,IBE1808_07,1808_07
IBE_09,ibe1808_08,Family Ties - Grandchildren's Combined Age Ranges - Person - 06 to 10 Female,IBE1808_08,1808_08
IBE_09,ibe1808_09,Family Ties - Grandchildren's Combined Age Ranges - Person - 06 to 10 Unknown Gender,IBE1808_09,1808_09
IBE_09,ibe1808_10,Family Ties - Grandchildren's Combined Age Ranges - Person - 11 to 15 Male,IBE1808_10,1808_10
IBE_09,ibe1808_11,Family Ties - Grandchildren's Combined Age Ranges - Person - 11 to 15 Female,IBE1808_11,1808_11
IBE_09,ibe1808_12,Family Ties - Grandchildren's Combined Age Ranges - Person - 11 to 15 Unknown Gender,IBE1808_12,1808_12
IBE_09,ibe1808_13,Family Ties - Grandchildren's Combined Age Ranges - Person - 16 to 17 Male,IBE1808_13,1808_13
IBE_09,ibe1808_14,Family Ties - Grandchildren's Combined Age Ranges - Person - 16 to 17 Female,IBE1808_14,1808_14
IBE_09,ibe1808_15,Family Ties - Grandchildren's Combined Age Ranges - Person - 16 to 17 Unknown Gender,IBE1808_15,1808_15
IBE_09,ibe1809,Family Ties - Parent 1 Age in Two-Year Increments - Person,IBE1809,1809
IBE_09,ibe1810,Family Ties - Parent 1 Income - Estimated Household - Higher Ranges - Person,IBE1810,1810
IBE_09,ibe1813,Family Ties - Parent 2 Age in Two-Year Increments - Person,IBE1813,1813
IBE_09,ibe1814,Family Ties - Parent 2 Income - Estimated Household - Higher Ranges - Person,IBE1814,1814
IBE_09,ibe1815,Family Ties - Parent 2 Net Worth - Person,IBE1815,1815
IBE_09,ibe1816,Family Ties - Parent 2 State Code - Person,IBE1816,1816
IBE_09,ibe1817,Family Ties - Adult-Child 1 Age in Two-Year Increments - Person,IBE1817,1817
IBE_09,ibe1818,Family Ties - Adult-Child 1 Income - Estimated Household - Higher Ranges,IBE1818,1818
IBE_09,ibe1819,Family Ties - Adult-Child 1 Net Worth Gold,IBE1819,1819
IBE_09,ibe1820,Family Ties - Adult-Child 1 State Code,IBE1820,1820
IBE_09,ibe1821,Family Ties - Adult-Child 2 Age in Two-Year Increments - Person,IBE1821,1821
IBE_09,ibe1822,Family Ties - Adult-Child 2 Income - Estimated Household - Higher Ranges,IBE1822,1822
IBE_09,ibe1823,Family Ties - Adult-Child 2 Net Worth Gold,IBE1823,1823
IBE_09,ibe1824,Family Ties - Adult-Child 2 State Code,IBE1824,1824
IBE_09,ibe2403_02,Geo Federal Congressional District Name,IBE2403_02,2403_02
IBE_09,ibe2404_02,Geo State Upper House District Name,IBE2404_02,2404_02
IBE_09,ibe2912_02,Economic Assessment - Mortgage Loan Balance Range Range - Zip+4 Aggregate - Precision Level,IBE2912_02,2912_02
IBE_09,ibe2913_02,Economic Assessment - Mortgage Loan Original Balance Range - Zip+4 Aggregate - Precision Level,IBE2913_02,2913_02
IBE_09,ibe2914_02,Economic Assessment - Newest Mortgage Loan Recency Range - Zip+4 Aggregate - Precision Level,IBE2914_02,2914_02
IBE_09,ibe2915_02,Economic Assessment - Mortgage Loan Remaining Balance Range - Zip+4 Aggregate - Precision Level,IBE2915_02,2915_02
IBE_09,ibe2916_02,Economic Assessment - Households with Open Mortgage Loan Range - Zip+4 Aggregate - Precision Level,IBE2916_02,2916_02
IBE_09,ibe2917_02,Economic Assessment - Student Loan Balance Range - Zip+4 Aggregate - Precision Level,IBE2917_02,2917_02
IBE_09,ibe2918_02,Economic Assessment - Newest Student Loan Recency Range - Zip+4 Aggregate - Precision Level,IBE2918_02,2918_02
IBE_09,ibe2919_02,Economic Assessment - Households with Open Student Loan Range - Zip+4 Aggregate - Precision Level,IBE2919_02,2919_02
IBE_09,ibe3041_01,Geo Time Zone Code,IBE3041_01,3041_01
IBE_09,ibe3041_02,Geo Time Zone Name,IBE3041_02,3041_02
IBE_09,ibe3041_03,Geo Coordinated Universal Time,IBE3041_03,3041_03
IBE_09,ibe3041_04,Geo Daylight Savings Time Observed,IBE3041_04,3041_04
IBE_09,ibe6505,Home Furnishings - Accessories - General,IBE6505,6505
IBE_09,ibe8545,Estimated Available Equity ,IBE8545,8545
IBE_09,ibe8546,Estimated Loan to Value (LTV) ,IBE8546,8546
IBE_09,ibe8547,Estimated Mortgage Balance ,IBE8547,8547
IBE_09,ibe8548,Estimated Remaining Months on Loan ,IBE8548,8548
IBE_09,ibe8549,Estimated Total Loans ,IBE8549,8549
IBE_09,ibe8550,Estimated Lendable Equity,IBE8550,8550
IBE_09,ibe8551,Estimated Available Equity - Ranges,IBE8551,8551
IBE_09,ibe8552,Estimated Loan to Value (LTV) - Ranges,IBE8552,8552
IBE_09,ibe8553,Estimated Mortgage Balance - Ranges,IBE8553,8553
IBE_09,ibe8554,Estimated Remaining Months on Loan - Ranges ,IBE8554,8554
IBE_09,ibe8577,Estimated Total Loans - Ranges,IBE8577,8577
IBE_09,ibe8593,Estimated Lendable Equity - Ranges,IBE8593,8593
IBE_09,ibe8595,Homeowner (Real Property Data Only),IBE8595,8595
IBE_09,ibe8780,CRA Income Classification Code,IBE8780,8780
IBE_09,ibe8781,CRA Poverty Distressed,IBE8781,8781
IBE_09,ibe8782,CRA Unemployment Distressed,IBE8782,8782
IBE_09,ibe8783,CRA Population Distressed,IBE8783,8783
IBE_09,ibe8784,CRA Remote Rural Underserved,IBE8784,8784
IBE_09,ibe8790,Unemployment - Time Period,IBE8790,8790
IBE_09,ibe8791,Unemployment - Number in Civilian Labor Force,IBE8791,8791
IBE_09,ibe8792,Unemployment - Number Employed,IBE8792,8792
IBE_09,ibe8793,Unemployment - Number Unemployed,IBE8793,8793
IBE_09,ibe8794,Unemployment - Unemployment Rate,IBE8794,8794
IBE_09,ibe8795,Unemployment - Unemployment Index,IBE8795,8795
IBE_09,ibe8796,Unemployment - Unemployment Change,IBE8796,8796
IBE_09,ibe8797,Unemployment - Unemployment Average,IBE8797,8797
IBE_09,ibe9048,Vehicle Identification Number - Vehicle 1,IBE9048,9048
IBE_09,ibe9058,Vehicle Identification Number - Vehicle 2,IBE9058,9058
IBE_09,ibe9530,Race Code - 3rd Person in Household,IBE9530,9530
IBE_09,ibe9531,Race Code - 4th Person in Household,IBE9531,9531
IBE_09,ibe9532,Race Code - 5th Person in Household,IBE9532,9532
MIACS_01,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
MIACS_01,miacs_01_001,Total Population - % Male,MIACS_01_001,miACS_01_001
MIACS_01,miacs_01_004,Total Population - Median Age,MIACS_01_004,miACS_01_004
MIACS_01,miacs_01_007,Total Population - % <18,MIACS_01_007,miACS_01_007
MIACS_01,miacs_01_029,Population 18+ - Median Age,MIACS_01_029,miACS_01_029
MIACS_01,miacs_01_032,Population 18+ - % 18-24,MIACS_01_032,miACS_01_032
MIACS_01,miacs_01_033,Population 18+ - % 25-34,MIACS_01_033,miACS_01_033
MIACS_01,miacs_01_034,Population 18+ - % 35-44,MIACS_01_034,miACS_01_034
MIACS_01,miacs_01_035,Population 18+ - % 45-54,MIACS_01_035,miACS_01_035
MIACS_01,miacs_01_036,Population 18+ - % 55-64,MIACS_01_036,miACS_01_036
MIACS_01,miacs_01_037,Population 18+ - % 65-74,MIACS_01_037,miACS_01_037
MIACS_01,miacs_01_038,Population 18+ - % 75+,MIACS_01_038,miACS_01_038
MIACS_01,miacs_02_001,Total Population - % White Alone,MIACS_02_001,miACS_02_001
MIACS_01,miacs_02_002,Total Population - % Black Alone,MIACS_02_002,miACS_02_002
MIACS_01,miacs_02_003,Total Population - % American Indian or Alaska Native (AIAN) Alone,MIACS_02_003,miACS_02_003
MIACS_01,miacs_02_004,Total Population - % Asian Alone,MIACS_02_004,miACS_02_004
MIACS_01,miacs_02_005,Total Population - % Native Hawaiian & Other Pacific Islander (NHOPI) Alone,MIACS_02_005,miACS_02_005
MIACS_01,miacs_02_006,Total Population - % Some Other Race Alone,MIACS_02_006,miACS_02_006
MIACS_01,miacs_02_007,Total Population - % Two or More Races,MIACS_02_007,miACS_02_007
MIACS_01,miacs_03_001,Total Population - % of Hispanic Origin,MIACS_03_001,miACS_03_001
MIACS_01,miacs_03_002,Total Population - % Not of Hispanic Origin,MIACS_03_002,miACS_03_002
MIACS_01,miacs_03_007,Total Population - % Non-Hispanic White Alone,MIACS_03_007,miACS_03_007
MIACS_01,miacs_03_008,Total Population - % Non-Hispanic Black Alone,MIACS_03_008,miACS_03_008
MIACS_01,miacs_04_001,Total Population - % American (Tract Level),MIACS_04_001,miACS_04_001
MIACS_01,miacs_04_002,Total Population - % Arab (Tract Level),MIACS_04_002,miACS_04_002
MIACS_01,miacs_04_003,Total Population - % British (Tract Level),MIACS_04_003,miACS_04_003
MIACS_01,miacs_04_004,Total Population - % Czech (Tract Level),MIACS_04_004,miACS_04_004
MIACS_01,miacs_04_005,Total Population - % Danish (Tract Level),MIACS_04_005,miACS_04_005
MIACS_01,miacs_04_006,Total Population - % Dutch (Tract Level),MIACS_04_006,miACS_04_006
MIACS_01,miacs_04_007,Total Population - % English (Tract Level),MIACS_04_007,miACS_04_007
MIACS_01,miacs_04_008,Total Population - % European (Tract Level),MIACS_04_008,miACS_04_008
MIACS_01,miacs_04_009,Total Population - % French (Tract Level),MIACS_04_009,miACS_04_009
MIACS_01,miacs_04_010,Total Population - % French Canadian (Tract Level),MIACS_04_010,miACS_04_010
MIACS_01,miacs_04_011,Total Population - % German (Tract Level),MIACS_04_011,miACS_04_011
MIACS_01,miacs_04_012,Total Population - % Greek (Tract Level),MIACS_04_012,miACS_04_012
MIACS_01,miacs_04_013,Total Population - % Hungarian (Tract Level),MIACS_04_013,miACS_04_013
MIACS_01,miacs_04_014,Total Population - % Irish (Tract Level),MIACS_04_014,miACS_04_014
MIACS_01,miacs_04_015,Total Population - % Italian (Tract Level),MIACS_04_015,miACS_04_015
MIACS_01,miacs_04_016,Total Population - % Lithuanian (Tract Level),MIACS_04_016,miACS_04_016
MIACS_01,miacs_04_017,Total Population - % Norwegian (Tract Level),MIACS_04_017,miACS_04_017
MIACS_01,miacs_04_018,Total Population - % Polish (Tract Level),MIACS_04_018,miACS_04_018
MIACS_01,miacs_04_019,Total Population - % Portuguese (Tract Level),MIACS_04_019,miACS_04_019
MIACS_01,miacs_04_020,Total Population - % Russian (Tract Level),MIACS_04_020,miACS_04_020
MIACS_01,miacs_04_021,Total Population - % Scotch-Irish (Tract Level),MIACS_04_021,miACS_04_021
MIACS_01,miacs_04_022,Total Population - % Scottish (Tract Level),MIACS_04_022,miACS_04_022
MIACS_01,miacs_04_023,Total Population - % Slovak (Tract Level),MIACS_04_023,miACS_04_023
MIACS_01,miacs_04_024,Total Population - % Sub-Saharan African (Tract Level),MIACS_04_024,miACS_04_024
MIACS_01,miacs_04_025,Total Population - % Swedish (Tract Level),MIACS_04_025,miACS_04_025
MIACS_01,miacs_04_026,Total Population - % Swiss (Tract Level),MIACS_04_026,miACS_04_026
MIACS_01,miacs_04_027,Total Population - % Ukrainian (Tract Level),MIACS_04_027,miACS_04_027
MIACS_01,miacs_04_028,Total Population - % Welch (Tract Level),MIACS_04_028,miACS_04_028
MIACS_01,miacs_04_029,Total Population - % West Indian (Tract Level),MIACS_04_029,miACS_04_029
MIACS_01,miacs_06_003,Total Population - % Native but Born Outside the US (Tract Level),MIACS_06_003,miACS_06_003
MIACS_01,miacs_06_004,Total Population - % Foreign Born (Tract Level),MIACS_06_004,miACS_06_004
MIACS_01,miacs_08_017,Workers 16+ - % Worked At Home,MIACS_08_017,miACS_08_017
MIACS_01,miacs_08_031,Households - % 3+ Vehicles,MIACS_08_031,miACS_08_031
MIACS_01,miacs_11_003,Households - % Children,MIACS_11_003,miACS_11_003
MIACS_01,miacs_11_007,Households - % Single Householder with Own Children,MIACS_11_007,miACS_11_007
MIACS_01,miacs_11_028,Households - % White Alone Householder,MIACS_11_028,miACS_11_028
MIACS_01,miacs_11_029,Households - % Black Alone Householder,MIACS_11_029,miACS_11_029
MIACS_01,miacs_11_030,Households - % AIAN Alone Householder,MIACS_11_030,miACS_11_030
MIACS_01,miacs_11_031,Households - % Asian Alone Householder,MIACS_11_031,miACS_11_031
MIACS_01,miacs_11_032,Households - % NHOPI Alone Householder,MIACS_11_032,miACS_11_032
MIACS_01,miacs_11_033,Households - % Other Race Alone Householder,MIACS_11_033,miACS_11_033
MIACS_01,miacs_11_034,Households - % Two Or More Race Householder,MIACS_11_034,miACS_11_034
MIACS_01,miacs_11_035,Households - % Hispanic Householder,MIACS_11_035,miACS_11_035
MIACS_01,miacs_11_036,Households - % Non-Hispanic Householder,MIACS_11_036,miACS_11_036
MIACS_01,miacs_11_047,Households - % 1-Person,MIACS_11_047,miACS_11_047
MIACS_01,miacs_11_048,Households - % 2-Person,MIACS_11_048,miACS_11_048
MIACS_01,miacs_11_049,Households - % 3-Person,MIACS_11_049,miACS_11_049
MIACS_01,miacs_11_051,Households - % 4-Person,MIACS_11_051,miACS_11_051
MIACS_01,miacs_11_052,Households - % 4+ Person,MIACS_11_052,miACS_11_052
MIACS_01,miacs_15_001,Population 25+ - Median Educational Attainment,MIACS_15_001,miACS_15_001
MIACS_01,miacs_15_002,Population 25+ - % Grade 0-8,MIACS_15_002,miACS_15_002
MIACS_01,miacs_15_003,Population 25+ - % Some High School,MIACS_15_003,miACS_15_003
MIACS_01,miacs_15_004,Population 25+ - % Completed High School,MIACS_15_004,miACS_15_004
MIACS_01,miacs_15_005,Population 25+ - % Some College (No Diploma),MIACS_15_005,miACS_15_005
MIACS_01,miacs_15_006,Population 25+ - % Associate's Degree,MIACS_15_006,miACS_15_006
MIACS_01,miacs_15_007,Population 25+ - % Bachelor's Degree,MIACS_15_007,miACS_15_007
MIACS_01,miacs_15_008,Population 25+ - % Graduate Degree,MIACS_15_008,miACS_15_008
MIACS_01,miacs_16_001,Population 5+ - % English Only,MIACS_16_001,miACS_16_001
MIACS_01,miacs_16_002,Population 5+ - % Spanish or Spanish Creole,MIACS_16_002,miACS_16_002
MIACS_01,miacs_16_003,Population 5+ - % Other Indo-European Language,MIACS_16_003,miACS_16_003
MIACS_01,miacs_16_004,Population 5+ - % Asian Language,MIACS_16_004,miACS_16_004
MIACS_01,miacs_16_005,Population 5+ - % Other Language,MIACS_16_005,miACS_16_005
MIACS_01,miacs_17_002,Households - % Below Poverty Level,MIACS_17_002,miACS_17_002
MIACS_01,miacs_19_003,Households - Median Income (in hundreds of $US),MIACS_19_003,miACS_19_003
MIACS_01,miacs_19_033,Households - Average Self Employment Income (in hundreds of $US),MIACS_19_033,miACS_19_033
MIACS_01,miacs_19_034,"Households - Average Interest, Dividend, or Net Rental Income (in hundreds of $US)",MIACS_19_034,miACS_19_034
MIACS_01,miacs_19_035,Households - Average Social Security Income (in hundreds of $US),MIACS_19_035,miACS_19_035
MIACS_01,miacs_19_038,Households - Average Retirement Income (in hundreds of $US),MIACS_19_038,miACS_19_038
MIACS_01,miacs_19_042,Households - % With Interest Rental Dividend Income,MIACS_19_042,miACS_19_042
MIACS_01,miacs_19_043,Households - % With Social Security Income,MIACS_19_043,miACS_19_043
MIACS_01_A,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
MIACS_01_A,miacs_19_048,Families - Average Income (in hundreds of $US),MIACS_19_048,miACS_19_048
MIACS_01_A,miacs_24_011,"Employed Population 16+ - % Professional, Scientific, Management, Administrative, & Waste Management Services",MIACS_24_011,miACS_24_011
MIACS_01_A,miacs_25_001,Housing Units - % Occupied,MIACS_25_001,miACS_25_001
MIACS_01_A,miacs_25_005,Occupied Housing Units - % Owner Occupied,MIACS_25_005,miACS_25_005
MIACS_01_A,miacs_25_006,Occupied Housing Units - % Renter Occupied,MIACS_25_006,miACS_25_006
MIACS_01_A,miacs_25_039,Housing Units - Median Age (Years),MIACS_25_039,miACS_25_039
MIACS_01_A,miacs_25_062,Occupied Housing Units - % Utility Gas,MIACS_25_062,miACS_25_062
MIACS_01_A,miacs_25_064,Occupied Housing Units - % Electric,MIACS_25_064,miACS_25_064
MIACS_01_A,miacs_25_097,Owner-occupied Housing Units - Median Value (in hundreds of $US),MIACS_25_097,miACS_25_097
MIACS_01_A,miacs_25_120,Owner-occupied Housing Units - Median Monthly Owner Costs with Mortgage (in hundreds of $US),MIACS_25_120,miACS_25_120
MIACS_01_A,miacs_25_122,Owner-occupied Housing Units - Median Real Estate Taxes (Tract level) (in hundreds of $US),MIACS_25_122,miACS_25_122
MIACS_02,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
MIACS_02,miacs_00_001,Number of People (Total Population),MIACS_00_001,miACS_00_001
MIACS_02,miacs_00_002,Number of People in Households (Household Population),MIACS_00_002,miACS_00_002
MIACS_02,miacs_00_003,Number of People in Group Quarters (Group-Quarters Population),MIACS_00_003,miACS_00_003
MIACS_02,miacs_00_004,Number of Households,MIACS_00_004,miACS_00_004
MIACS_02,miacs_00_005,Number of Family Households,MIACS_00_005,miACS_00_005
MIACS_02,miacs_00_006,Number of Non-Family Households,MIACS_00_006,miACS_00_006
MIACS_02,miacs_00_007,Number of Housing Units,MIACS_00_007,miACS_00_007
MIACS_02,miacs_00_008,Number of Vacant Housing Units,MIACS_00_008,miACS_00_008
MIACS_02,miacs_01_002,Total Population - % Female,MIACS_01_002,miACS_01_002
MIACS_02,miacs_01_003,Total Population - Average Age,MIACS_01_003,miACS_01_003
MIACS_02,miacs_01_005,Male Population - Median Age,MIACS_01_005,miACS_01_005
MIACS_02,miacs_01_006,Female Population - Median Age,MIACS_01_006,miACS_01_006
MIACS_02,miacs_01_008,Total Population - % 18-64,MIACS_01_008,miACS_01_008
MIACS_02,miacs_01_009,Total Population - % 65+,MIACS_01_009,miACS_01_009
MIACS_02,miacs_01_010,White Alone Population - % <18 (Tract level),MIACS_01_010,miACS_01_010
MIACS_02,miacs_01_011,White Alone Population - % 18-64 (Tract level),MIACS_01_011,miACS_01_011
MIACS_02,miacs_01_012,White Alone Population - % 65+ (Tract level),MIACS_01_012,miACS_01_012
MIACS_02,miacs_01_013,Black Alone Population - % <18 (Tract level),MIACS_01_013,miACS_01_013
MIACS_02,miacs_01_014,Black Alone Population - % 18-64 (Tract level),MIACS_01_014,miACS_01_014
MIACS_02,miacs_01_015,Black Alone Population - % 65+ (Tract level),MIACS_01_015,miACS_01_015
MIACS_02,miacs_01_016,Hispanic Population Under - % <18 (Tract level),MIACS_01_016,miACS_01_016
MIACS_02,miacs_01_017,Hispanic Population - % 18-64 (Tract level),MIACS_01_017,miACS_01_017
MIACS_02,miacs_01_018,Hispanic Population - % 65+ (Tract level),MIACS_01_018,miACS_01_018
MIACS_02,miacs_01_019,Household Population <18 - % Under 3 (Tract Level),MIACS_01_019,miACS_01_019
MIACS_02,miacs_01_020,Household Population <18 - % 3-4 (Tract Level),MIACS_01_020,miACS_01_020
MIACS_02,miacs_01_021,Household Population <18 - % 5 (Tract Level),MIACS_01_021,miACS_01_021
MIACS_02,miacs_01_022,Household Population <18 - % 3-5 (Tract Level),MIACS_01_022,miACS_01_022
MIACS_02,miacs_01_023,Household Population <18 - % 6-8 (Tract Level),MIACS_01_023,miACS_01_023
MIACS_02,miacs_01_024,Household Population <18 - % 9-11 (Tract Level),MIACS_01_024,miACS_01_024
MIACS_02,miacs_01_025,Household Population <18 - % 6-11 (Tract Level),MIACS_01_025,miACS_01_025
MIACS_02,miacs_01_026,Household Population <18 - % 12-14 (Tract Level),MIACS_01_026,miACS_01_026
MIACS_02,miacs_01_027,Household Population <18 - % 15-17 (Tract Level),MIACS_01_027,miACS_01_027
MIACS_02,miacs_01_028,Population 18+ - Average Age,MIACS_01_028,miACS_01_028
MIACS_02,miacs_01_030,Population 25+ - Average Age,MIACS_01_030,miACS_01_030
MIACS_02,miacs_01_031,Population 25+ - Median Age,MIACS_01_031,miACS_01_031
MIACS_02,miacs_02_008,Asian Alone Population - % Asian Indian (Tract Level),MIACS_02_008,miACS_02_008
MIACS_02,miacs_02_009,Asian Alone Population - % Japanese (Tract Level),MIACS_02_009,miACS_02_009
MIACS_02,miacs_02_010,Asian Alone Population - % Chinese (Tract Level),MIACS_02_010,miACS_02_010
MIACS_02,miacs_02_011,Asian Alone Population - % Filipino (Tract Level),MIACS_02_011,miACS_02_011
MIACS_02,miacs_02_012,Asian Alone Population - % Korean (Tract Level),MIACS_02_012,miACS_02_012
MIACS_02,miacs_02_013,Asian Alone Population - % Vietnamese (Tract Level),MIACS_02_013,miACS_02_013
MIACS_02,miacs_02_014,Asian Alone Population - % Other Asian (Tract Level),MIACS_02_014,miACS_02_014
MIACS_02,miacs_02_015,NHOPI Alone Population - % Native Hawaiian (Tract Level),MIACS_02_015,miACS_02_015
MIACS_02,miacs_02_016,NHOPI Alone Population - % Guamanian or Chamorro (Tract Level),MIACS_02_016,miACS_02_016
MIACS_02,miacs_02_017,NHOPI Alone Population - % Samoan (Tract Level),MIACS_02_017,miACS_02_017
MIACS_02,miacs_02_018,NHOPI Alone Population - % Other Pacific Islander (Tract Level),MIACS_02_018,miACS_02_018
MIACS_02,miacs_03_003,Total Population - % Mexican (Tract Level),MIACS_03_003,miACS_03_003
MIACS_02,miacs_03_004,Total Population - % Puerto Rican (Tract Level),MIACS_03_004,miACS_03_004
MIACS_02,miacs_03_005,Total Population - % Cuban (Tract Level),MIACS_03_005,miACS_03_005
MIACS_02,miacs_03_006,Total Population - % Other Hispanic or Latino Origin (Tract Level),MIACS_03_006,miACS_03_006
MIACS_02,miacs_03_009,Total Population - % Non-Hispanic AIAN Alone,MIACS_03_009,miACS_03_009
MIACS_02,miacs_03_010,Total Population - % Non-Hispanic Asian Alone,MIACS_03_010,miACS_03_010
MIACS_02,miacs_03_011,Total Population - % Non-Hispanic NHOPI Alone,MIACS_03_011,miACS_03_011
MIACS_02,miacs_03_012,Total Population - % Non-Hispanic Some Other Race Alone,MIACS_03_012,miACS_03_012
MIACS_02,miacs_03_013,Total Population - % Non-Hispanic Two or More Races,MIACS_03_013,miACS_03_013
MIACS_02,miacs_04_030,Total Population - % Other (Tract Level),MIACS_04_030,miACS_04_030
MIACS_02,miacs_04_031,Total Population - % Unclassified or Not Reported (Tract Level),MIACS_04_031,miACS_04_031
MIACS_02,miacs_05_001,Total Population - % Native Citizens (Tract Level),MIACS_05_001,miACS_05_001
MIACS_02,miacs_05_002,Total Population - % Naturalized Citizens (Tract Level),MIACS_05_002,miACS_05_002
MIACS_02,miacs_05_003,Total Population - % Non-Citizens (Tract Level),MIACS_05_003,miACS_05_003
MIACS_02,miacs_06_001,Total Population - % In State Of Residence (Tract Level),MIACS_06_001,miACS_06_001
MIACS_02,miacs_06_002,Total Population - % In Other State in the US (Tract Level),MIACS_06_002,miACS_06_002
MIACS_02,miacs_07_001,Population 1+ - % Same Living Quarters (Tract Level),MIACS_07_001,miACS_07_001
MIACS_02,miacs_07_002,Population 1+ - % Different Living Quarters (Tract Level),MIACS_07_002,miACS_07_002
MIACS_02,miacs_07_003,Population 1+ - % Different State/Country (Tract Level),MIACS_07_003,miACS_07_003
MIACS_02,miacs_08_001,Workers 16+ - % In County of Residence,MIACS_08_001,miACS_08_001
MIACS_02,miacs_08_002,Workers 16+ - % Outside County of Residence,MIACS_08_002,miACS_08_002
MIACS_02,miacs_08_003,Workers 16+ - % Outside State of Residence,MIACS_08_003,miACS_08_003
MIACS_02,miacs_08_004,"Workers 16+ - % Car, Truck, or Van: Drove Alone",MIACS_08_004,miACS_08_004
MIACS_02,miacs_08_005,"Workers 16+ - % Car, Truck, or Van: Carpooled",MIACS_08_005,miACS_08_005
MIACS_02,miacs_08_006,Workers 16+ - % Public Transportation (Excluding Taxicab),MIACS_08_006,miACS_08_006
MIACS_02,miacs_08_007,Workers 16+ - % Public Transportation: Bus or trolley bus,MIACS_08_007,miACS_08_007
MIACS_02,miacs_08_008,Workers 16+ - % Public Transportation: Streetcar/Trolley Car,MIACS_08_008,miACS_08_008
MIACS_02,miacs_08_009,Workers 16+ - % Public Transportation: Subway/Elevated,MIACS_08_009,miACS_08_009
MIACS_02,miacs_08_010,Workers 16+ - % Public Transportation: Using Railways,MIACS_08_010,miACS_08_010
MIACS_02,miacs_08_011,Workers 16+ - % Public Transportation: Ferryboat,MIACS_08_011,miACS_08_011
MIACS_02,miacs_08_012,Workers 16+ - % Taxicab,MIACS_08_012,miACS_08_012
MIACS_02,miacs_08_013,Workers 16+ - % Motorcycle,MIACS_08_013,miACS_08_013
MIACS_02,miacs_08_014,Workers 16+ - % Bicycle,MIACS_08_014,miACS_08_014
MIACS_02,miacs_08_015,Workers 16+ - % Walked,MIACS_08_015,miACS_08_015
MIACS_02,miacs_08_016,Workers 16+ - % Other means,MIACS_08_016,miACS_08_016
MIACS_02,miacs_08_018,Workers 16+ Not Working at Home - Average (Minutes),MIACS_08_018,miACS_08_018
MIACS_02,miacs_08_019,Workers 16+ Not Working at Home - Median (Minutes),MIACS_08_019,miACS_08_019
MIACS_02,miacs_08_020,Workers 16+ Not Working at Home - % 1-29 Minutes,MIACS_08_020,miACS_08_020
MIACS_02,miacs_08_021,Workers 16+ Not Working at Home - % 30-59 Minutes,MIACS_08_021,miACS_08_021
MIACS_02,miacs_08_022,Workers 16+ Not Working at Home - % 60-89 Minutes,MIACS_08_022,miACS_08_022
MIACS_02,miacs_08_023,Workers 16+ Not Working at Home - % 90+ Minutes,MIACS_08_023,miACS_08_023
MIACS_02,miacs_08_024,Workers 16+ Not Working at Home - % 15 to 59 Minutes,MIACS_08_024,miACS_08_024
